date,index,name,ticker,market_cap
2019-08-29,1,Bitcoin,BTC,$ 170.17B
2019-08-29,2,Ethereum,ETH,$ 18.20B
2019-08-29,3,XRP,XRP,$ 11.00B
2019-08-29,4,Bitcoin Cash,BCH,$ 5.02B
2019-08-29,5,Litecoin,LTC,$ 4.05B
2019-08-29,6,Tether,USDT,$ 3.56B
2019-08-29,7,Binance Coin,BNB,$ 3.41B
2019-08-29,8,Bitcoin SV,BSV,$ 2.30B
2019-08-29,9,Stellar,XLM,$ 1.21B
2019-08-29,10,Monero,XMR,$ 1.18B
2019-08-29,11,Cardano,ADA,$ 1.15B
2019-08-29,12,UNUS SED LEO,LEO,$ 1.13B
2019-08-29,13,TRON,TRX,$ 1.03B
2019-08-29,14,Huobi Token,HT,$ 951.56M
2019-08-29,15,Tezos,XTZ,$ 809.09M
2019-08-29,16,Dash,DASH,$ 722.90M
2019-08-29,17,IOTA,IOTA,$ 693.56M
2019-08-29,18,Ethereum Classic,ETC,$ 675.05M
2019-08-29,19,Chainlink,LINK,$ 630.01M
2019-08-29,20,NEO,NEO,$ 617.92M
2019-08-29,21,USD Coin,USDC,$ 450.77M
2019-08-29,22,NEM,XEM,$ 427.35M
2019-08-29,23,Cosmos,ATOM,$ 421.42M
2019-08-29,24,Cronos,CRO,$ 389.79M
