date,index,name,ticker,market_cap
2019-05-26,1,Bitcoin,BTC,$ 153.70B
2019-05-26,2,Ethereum,ETH,$ 28.51B
2019-05-26,3,XRP,XRP,$ 17.27B
2019-05-26,4,Bitcoin Cash,BCH,$ 7.72B
2019-05-26,5,Litecoin,LTC,$ 6.93B
2019-05-26,6,Binance Coin,BNB,$ 4.90B
2019-05-26,7,Stellar,XLM,$ 2.60B
2019-05-26,8,Cardano,ADA,$ 2.24B
2019-05-26,9,TRON,TRX,$ 2.11B
2019-05-26,10,Tether,USDT,$ 2.07B
2019-05-26,11,Bitcoin SV,BSV,$ 1.90B
2019-05-26,12,Monero,XMR,$ 1.66B
2019-05-26,13,UNUS SED LEO,LEO,$ 1.49B
2019-05-26,14,Dash,DASH,$ 1.46B
2019-05-26,15,Tezos,XTZ,$ 1.32B
2019-05-26,16,IOTA,IOTA,$ 1.14B
2019-05-26,17,Cosmos,ATOM,$ 867.63M
2019-05-26,18,Ethereum Classic,ETC,$ 853.88M
2019-05-26,19,NEO,NEO,$ 824.20M
2019-05-26,20,NEM,XEM,$ 792.65M
2019-05-26,21,Ontology,ONT,$ 705.10M
2019-05-26,22,Zcash,ZEC,$ 508.20M
2019-05-26,23,OKB,OKB,$ 500.95M
2019-05-26,24,Basic Attention Token,BAT,$ 449.29M
