date,index,name,ticker,market_cap
2019-08-18,1,Bitcoin,BTC,$ 185.45B
2019-08-18,2,Ethereum,ETH,$ 21.00B
2019-08-18,3,XRP,XRP,$ 12.19B
2019-08-18,4,Bitcoin Cash,BCH,$ 5.71B
2019-08-18,5,Litecoin,LTC,$ 4.86B
2019-08-18,6,Binance Coin,BNB,$ 4.36B
2019-08-18,7,Tether,USDT,$ 3.57B
2019-08-18,8,Bitcoin SV,BSV,$ 2.45B
2019-08-18,9,Monero,XMR,$ 1.47B
2019-08-18,10,Stellar,XLM,$ 1.39B
2019-08-18,11,Cardano,ADA,$ 1.31B
2019-08-18,12,UNUS SED LEO,LEO,$ 1.28B
2019-08-18,13,TRON,TRX,$ 1.19B
2019-08-18,14,Tezos,XTZ,$ 971.27M
2019-08-18,15,Chainlink,LINK,$ 868.00M
2019-08-18,16,Dash,DASH,$ 856.66M
2019-08-18,17,NEO,NEO,$ 703.98M
2019-08-18,18,IOTA,IOTA,$ 691.73M
2019-08-18,19,Ethereum Classic,ETC,$ 632.83M
2019-08-18,20,Cosmos,ATOM,$ 566.34M
2019-08-18,21,NEM,XEM,$ 499.76M
2019-08-18,22,USD Coin,USDC,$ 421.06M
2019-08-18,23,Ontology,ONT,$ 420.92M
2019-08-18,24,Cronos,CRO,$ 412.37M
