date,index,name,ticker,market_cap
2019-11-19,1,Bitcoin,BTC,$ 146.95B
2019-11-19,2,Ethereum,ETH,$ 19.03B
2019-11-19,3,XRP,XRP,$ 10.95B
2019-11-19,4,Bitcoin Cash,BCH,$ 4.41B
2019-11-19,5,Tether,USDT,$ 4.29B
2019-11-19,6,Litecoin,LTC,$ 3.50B
2019-11-19,7,Binance Coin,BNB,$ 2.89B
2019-11-19,8,Bitcoin SV,BSV,$ 2.00B
2019-11-19,9,Stellar,XLM,$ 1.30B
2019-11-19,10,TRON,TRX,$ 1.13B
2019-11-19,11,Cardano,ADA,$ 1.10B
2019-11-19,12,Monero,XMR,$ 1.02B
2019-11-19,13,Chainlink,LINK,$ 1.01B
2019-11-19,14,UNUS SED LEO,LEO,$ 943.99M
2019-11-19,15,Tezos,XTZ,$ 841.15M
2019-11-19,16,NEO,NEO,$ 826.72M
2019-11-19,17,Huobi Token,HT,$ 808.30M
2019-11-19,18,IOTA,IOTA,$ 681.28M
2019-11-19,19,Cosmos,ATOM,$ 655.97M
2019-11-19,20,Dash,DASH,$ 599.21M
2019-11-19,21,Ethereum Classic,ETC,$ 504.64M
2019-11-19,22,Ontology,ONT,$ 467.57M
2019-11-19,23,USD Coin,USDC,$ 443.81M
2019-11-19,24,Cronos,CRO,$ 438.43M
