date,index,name,ticker,market_cap
2016-03-05,1,Bitcoin,BTC,$ 6.16B
2016-03-05,2,Ethereum,ETH,$ 910.74M
2016-03-05,3,XRP,XRP,$ 271.14M
2016-03-05,4,Litecoin,LTC,$ 142.88M
2016-03-05,5,Dash,DASH,$ 32.23M
2016-03-05,6,Dogecoin,DOGE,$ 23.19M
2016-03-05,7,Monero,XMR,$ 13.45M
2016-03-05,8,BitShares,BTS,$ 10.94M
2016-03-05,9,Peercoin,PPC,$ 10.49M
2016-03-05,10,Stellar,XLM,$ 8.96M
2016-03-05,11,NEM,XEM,$ 6.25M
2016-03-05,12,Namecoin,NMC,$ 5.56M
2016-03-05,13,FedoraCoin,TIPS,$ 2.33M
2016-03-05,14,MonaCoin,MONA,$ 1.88M
2016-03-05,15,EarthCoin,EAC,$ 1.75M
2016-03-05,16,Decred,DCR,$ 1.75M
2016-03-05,17,Tether,USDT,$ 1.45M
2016-03-05,18,DigiByte,DGB,$ 1.31M
2016-03-05,19,Novacoin,NVC,$ 1.16M
2016-03-05,20,Quark,QRK,$ 1.15M
2016-03-05,21,Syscoin,SYS,$ 1.13M
2016-03-05,22,Primecoin,XPM,$ 1.09M
2016-03-05,23,Feathercoin,FTC,$ 1.02M
2016-03-05,24,Vertcoin,VTC,"$ 982,877"
