date,index,name,ticker,market_cap
2016-05-07,1,Bitcoin,BTC,$ 7.12B
2016-05-07,2,Ethereum,ETH,$ 741.84M
2016-05-07,3,XRP,XRP,$ 226.08M
2016-05-07,4,Litecoin,LTC,$ 181.18M
2016-05-07,5,Dash,DASH,$ 42.16M
2016-05-07,6,Dogecoin,DOGE,$ 23.17M
2016-05-07,7,NEM,XEM,$ 14.42M
2016-05-07,8,Monero,XMR,$ 10.24M
2016-05-07,9,Peercoin,PPC,$ 10.13M
2016-05-07,10,Stellar,XLM,$ 10.09M
2016-05-07,11,BitShares,BTS,$ 9.92M
2016-05-07,12,FedoraCoin,TIPS,$ 9.25M
2016-05-07,13,Steem,STEEM,$ 6.90M
2016-05-07,14,Namecoin,NMC,$ 6.19M
2016-05-07,15,Feathercoin,FTC,$ 6.02M
2016-05-07,16,Syscoin,SYS,$ 3.82M
2016-05-07,17,Decred,DCR,$ 2.46M
2016-05-07,18,Auroracoin,AUR,$ 1.96M
2016-05-07,19,Tether,USDT,$ 1.95M
2016-05-07,20,DigiByte,DGB,$ 1.89M
2016-05-07,21,MonaCoin,MONA,$ 1.75M
2016-05-07,22,Siacoin,SC,$ 1.43M
2016-05-07,23,ReddCoin,RDD,$ 1.29M
2016-05-07,24,Novacoin,NVC,$ 1.17M
