date,index,name,ticker,market_cap
2021-02-02,1,Bitcoin,BTC,$ 664.03B
2021-02-02,2,Ethereum,ETH,$ 175.67B
2021-02-02,3,Tether,USDT,$ 26.74B
2021-02-02,4,XRP,XRP,$ 15.94B
2021-02-02,5,Polkadot,DOT,$ 15.64B
2021-02-02,6,Cardano,ADA,$ 13.50B
2021-02-02,7,Litecoin,LTC,$ 9.51B
2021-02-02,8,Chainlink,LINK,$ 9.51B
2021-02-02,9,Bitcoin Cash,BCH,$ 8.03B
2021-02-02,10,Binance Coin,BNB,$ 7.84B
2021-02-02,11,Stellar,XLM,$ 7.54B
2021-02-02,12,USD Coin,USDC,$ 5.94B
2021-02-02,13,Dogecoin,DOGE,$ 4.02B
2021-02-02,14,Aave,AAVE,$ 3.72B
2021-02-02,15,Uniswap,UNI,$ 3.50B
2021-02-02,16,Bitcoin SV,BSV,$ 3.36B
2021-02-02,17,Monero,XMR,$ 2.68B
2021-02-02,18,NEM,XEM,$ 2.44B
2021-02-02,19,TRON,TRX,$ 2.22B
2021-02-02,20,Celsius Network,CEL,$ 2.21B
2021-02-02,21,Tezos,XTZ,$ 2.20B
2021-02-02,22,Synthetix,SNX,$ 1.96B
2021-02-02,23,Theta Token,THETA,$ 1.89B
2021-02-02,24,Cosmos,ATOM,$ 1.88B
