date,index,name,ticker,market_cap
2021-03-14,1,Bitcoin,BTC,$ 1.12T
2021-03-14,2,Ethereum,ETH,$ 215.80B
2021-03-14,3,Binance Coin,BNB,$ 41.26B
2021-03-14,4,Tether,USDT,$ 38.32B
2021-03-14,5,Cardano,ADA,$ 33.72B
2021-03-14,6,Polkadot,DOT,$ 33.11B
2021-03-14,7,XRP,XRP,$ 19.30B
2021-03-14,8,Litecoin,LTC,$ 14.53B
2021-03-14,9,Chainlink,LINK,$ 12.05B
2021-03-14,10,Bitcoin Cash,BCH,$ 10.57B
2021-03-14,11,USD Coin,USDC,$ 9.48B
2021-03-14,12,Stellar,XLM,$ 8.95B
2021-03-14,13,Dogecoin,DOGE,$ 7.64B
2021-03-14,14,Terra Classic,LUNC,$ 6.52B
2021-03-14,15,Theta Token,THETA,$ 6.50B
2021-03-14,16,Uniswap,UNI,$ 5.67B
2021-03-14,17,Aave,AAVE,$ 4.81B
2021-03-14,18,Cronos,CRO,$ 4.53B
2021-03-14,19,OKB,OKB,$ 4.48B
2021-03-14,20,Monero,XMR,$ 4.22B
2021-03-14,21,Cosmos,ATOM,$ 3.99B
2021-03-14,22,FTX Token,FTT,$ 3.99B
2021-03-14,23,Solana,SOL,$ 3.94B
2021-03-14,24,Bitcoin SV,BSV,$ 3.79B
