date,index,name,ticker,market_cap
2021-02-21,1,Bitcoin,BTC,$ 1.07T
2021-02-21,2,Ethereum,ETH,$ 220.00B
2021-02-21,3,Binance Coin,BNB,$ 44.15B
2021-02-21,4,Polkadot,DOT,$ 34.84B
2021-02-21,5,Tether,USDT,$ 34.29B
2021-02-21,6,Cardano,ADA,$ 33.88B
2021-02-21,7,XRP,XRP,$ 23.12B
2021-02-21,8,Litecoin,LTC,$ 15.06B
2021-02-21,9,Chainlink,LINK,$ 13.84B
2021-02-21,10,Bitcoin Cash,BCH,$ 13.15B
2021-02-21,11,Stellar,XLM,$ 10.88B
2021-02-21,12,USD Coin,USDC,$ 7.83B
2021-02-21,13,Dogecoin,DOGE,$ 7.38B
2021-02-21,14,OKB,OKB,$ 6.21B
2021-02-21,15,Aave,AAVE,$ 5.47B
2021-02-21,16,Uniswap,UNI,$ 5.17B
2021-02-21,17,NEM,XEM,$ 4.99B
2021-02-21,18,Huobi Token,HT,$ 4.60B
2021-02-21,19,Bitcoin SV,BSV,$ 4.55B
2021-02-21,20,Cosmos,ATOM,$ 4.43B
2021-02-21,21,Monero,XMR,$ 4.39B
2021-02-21,22,TRON,TRX,$ 3.94B
2021-02-21,23,IOTA,IOTA,$ 3.84B
2021-02-21,24,NEO,NEO,$ 3.70B
