date,index,name,ticker,market_cap
2021-01-17,1,Bitcoin,BTC,$ 679.13B
2021-01-17,2,Ethereum,ETH,$ 143.75B
2021-01-17,3,Tether,USDT,$ 24.33B
2021-01-17,4,Polkadot,DOT,$ 15.53B
2021-01-17,5,Cardano,ADA,$ 12.26B
2021-01-17,6,XRP,XRP,$ 12.13B
2021-01-17,7,Litecoin,LTC,$ 9.59B
2021-01-17,8,Chainlink,LINK,$ 9.26B
2021-01-17,9,Bitcoin Cash,BCH,$ 9.08B
2021-01-17,10,Stellar,XLM,$ 6.79B
2021-01-17,11,Binance Coin,BNB,$ 6.59B
2021-01-17,12,USD Coin,USDC,$ 5.08B
2021-01-17,13,Bitcoin SV,BSV,$ 3.75B
2021-01-17,14,Monero,XMR,$ 2.91B
2021-01-17,15,Aave,AAVE,$ 2.38B
2021-01-17,16,Tezos,XTZ,$ 2.30B
2021-01-17,17,Celsius Network,CEL,$ 2.16B
2021-01-17,18,TRON,TRX,$ 2.03B
2021-01-17,19,NEM,XEM,$ 2.02B
2021-01-17,20,Synthetix,SNX,$ 1.84B
2021-01-17,21,Cosmos,ATOM,$ 1.83B
2021-01-17,22,Cronos,CRO,$ 1.83B
2021-01-17,23,Theta Token,THETA,$ 1.78B
2021-01-17,24,OKB,OKB,$ 1.78B
