date,index,name,ticker,market_cap
2021-02-14,1,Bitcoin,BTC,$ 913.26B
2021-02-14,2,Ethereum,ETH,$ 209.42B
2021-02-14,3,Tether,USDT,$ 31.93B
2021-02-14,4,Cardano,ADA,$ 27.29B
2021-02-14,5,XRP,XRP,$ 26.27B
2021-02-14,6,Polkadot,DOT,$ 24.04B
2021-02-14,7,Binance Coin,BNB,$ 21.03B
2021-02-14,8,Litecoin,LTC,$ 14.52B
2021-02-14,9,Chainlink,LINK,$ 13.81B
2021-02-14,10,Bitcoin Cash,BCH,$ 13.71B
2021-02-14,11,Stellar,XLM,$ 11.86B
2021-02-14,12,Dogecoin,DOGE,$ 8.62B
2021-02-14,13,USD Coin,USDC,$ 7.46B
2021-02-14,14,Aave,AAVE,$ 6.07B
2021-02-14,15,Bitcoin SV,BSV,$ 4.96B
2021-02-14,16,Monero,XMR,$ 4.22B
2021-02-14,17,Cosmos,ATOM,$ 4.09B
2021-02-14,18,Uniswap,UNI,$ 3.86B
2021-02-14,19,TRON,TRX,$ 3.78B
2021-02-14,20,Tezos,XTZ,$ 3.77B
2021-02-14,21,IOTA,IOTA,$ 3.43B
2021-02-14,22,NEM,XEM,$ 3.38B
2021-02-14,23,NEO,NEO,$ 3.18B
2021-02-14,24,Avalanche,AVAX,$ 3.10B
