date,index,name,ticker,market_cap
2021-01-26,1,Bitcoin,BTC,$ 597.89B
2021-01-26,2,Ethereum,ETH,$ 153.42B
2021-01-26,3,Tether,USDT,$ 25.00B
2021-01-26,4,Polkadot,DOT,$ 15.13B
2021-01-26,5,XRP,XRP,$ 11.58B
2021-01-26,6,Cardano,ADA,$ 10.80B
2021-01-26,7,Chainlink,LINK,$ 9.15B
2021-01-26,8,Litecoin,LTC,$ 8.86B
2021-01-26,9,Bitcoin Cash,BCH,$ 7.91B
2021-01-26,10,Binance Coin,BNB,$ 6.36B
2021-01-26,11,Stellar,XLM,$ 5.71B
2021-01-26,12,USD Coin,USDC,$ 5.44B
2021-01-26,13,Aave,AAVE,$ 3.39B
2021-01-26,14,Bitcoin SV,BSV,$ 3.23B
2021-01-26,15,Uniswap,UNI,$ 2.54B
2021-01-26,16,Monero,XMR,$ 2.44B
2021-01-26,17,Celsius Network,CEL,$ 2.26B
2021-01-26,18,Tezos,XTZ,$ 2.21B
2021-01-26,19,NEM,XEM,$ 2.15B
2021-01-26,20,Theta Token,THETA,$ 1.98B
2021-01-26,21,TRON,TRX,$ 1.94B
2021-01-26,22,Synthetix,SNX,$ 1.91B
2021-01-26,23,NEO,NEO,$ 1.63B
2021-01-26,24,VeChain,VET,$ 1.62B
