date,index,name,ticker,market_cap
2021-01-21,1,Bitcoin,BTC,$ 571.10B
2021-01-21,2,Ethereum,ETH,$ 130.33B
2021-01-21,3,Tether,USDT,$ 24.92B
2021-01-21,4,Polkadot,DOT,$ 13.93B
2021-01-21,5,XRP,XRP,$ 11.65B
2021-01-21,6,Cardano,ADA,$ 9.93B
2021-01-21,7,Litecoin,LTC,$ 8.57B
2021-01-21,8,Bitcoin Cash,BCH,$ 7.88B
2021-01-21,9,Chainlink,LINK,$ 7.51B
2021-01-21,10,Binance Coin,BNB,$ 6.03B
2021-01-21,11,Stellar,XLM,$ 5.66B
2021-01-21,12,USD Coin,USDC,$ 5.36B
2021-01-21,13,Bitcoin SV,BSV,$ 3.34B
2021-01-21,14,Monero,XMR,$ 2.36B
2021-01-21,15,Aave,AAVE,$ 1.99B
2021-01-21,16,Tezos,XTZ,$ 1.93B
2021-01-21,17,NEM,XEM,$ 1.91B
2021-01-21,18,TRON,TRX,$ 1.87B
2021-01-21,19,Celsius Network,CEL,$ 1.80B
2021-01-21,20,OKB,OKB,$ 1.70B
2021-01-21,21,Cronos,CRO,$ 1.65B
2021-01-21,22,NEO,NEO,$ 1.61B
2021-01-21,23,VeChain,VET,$ 1.59B
2021-01-21,24,Theta Token,THETA,$ 1.55B
