date,index,name,ticker,market_cap
2021-03-15,1,Bitcoin,BTC,$ 1.05T
2021-03-15,2,Ethereum,ETH,$ 206.24B
2021-03-15,3,Binance Coin,BNB,$ 39.54B
2021-03-15,4,Tether,USDT,$ 38.69B
2021-03-15,5,Cardano,ADA,$ 32.66B
2021-03-15,6,Polkadot,DOT,$ 31.09B
2021-03-15,7,XRP,XRP,$ 18.98B
2021-03-15,8,Litecoin,LTC,$ 13.48B
2021-03-15,9,Chainlink,LINK,$ 11.37B
2021-03-15,10,Bitcoin Cash,BCH,$ 9.86B
2021-03-15,11,USD Coin,USDC,$ 9.57B
2021-03-15,12,Stellar,XLM,$ 8.68B
2021-03-15,13,Dogecoin,DOGE,$ 7.32B
2021-03-15,14,Terra Classic,LUNC,$ 6.53B
2021-03-15,15,Theta Token,THETA,$ 6.02B
2021-03-15,16,Uniswap,UNI,$ 5.44B
2021-03-15,17,Aave,AAVE,$ 4.63B
2021-03-15,18,Cronos,CRO,$ 4.52B
2021-03-15,19,VeChain,VET,$ 4.35B
2021-03-15,20,Cosmos,ATOM,$ 4.34B
2021-03-15,21,OKB,OKB,$ 4.24B
2021-03-15,22,Monero,XMR,$ 3.96B
2021-03-15,23,FTX Token,FTT,$ 3.86B
2021-03-15,24,Solana,SOL,$ 3.80B
