date,index,name,ticker,market_cap
2021-02-06,1,Bitcoin,BTC,$ 748.70B
2021-02-06,2,Ethereum,ETH,$ 195.90B
2021-02-06,3,Tether,USDT,$ 28.27B
2021-02-06,4,Cardano,ADA,$ 20.21B
2021-02-06,5,XRP,XRP,$ 19.27B
2021-02-06,6,Polkadot,DOT,$ 18.59B
2021-02-06,7,Binance Coin,BNB,$ 11.26B
2021-02-06,8,Litecoin,LTC,$ 10.53B
2021-02-06,9,Chainlink,LINK,$ 10.34B
2021-02-06,10,Bitcoin Cash,BCH,$ 8.66B
2021-02-06,11,Stellar,XLM,$ 8.43B
2021-02-06,12,Dogecoin,DOGE,$ 7.02B
2021-02-06,13,USD Coin,USDC,$ 6.42B
2021-02-06,14,Aave,AAVE,$ 5.92B
2021-02-06,15,Uniswap,UNI,$ 3.61B
2021-02-06,16,Bitcoin SV,BSV,$ 3.50B
2021-02-06,17,Monero,XMR,$ 2.75B
2021-02-06,18,Cosmos,ATOM,$ 2.60B
2021-02-06,19,NEM,XEM,$ 2.51B
2021-02-06,20,Tezos,XTZ,$ 2.47B
2021-02-06,21,Synthetix,SNX,$ 2.45B
2021-02-06,22,TRON,TRX,$ 2.36B
2021-02-06,23,Celsius Network,CEL,$ 2.28B
2021-02-06,24,Compound,COMP,$ 2.17B
