date,index,name,ticker,market_cap
2021-01-06,1,Bitcoin,BTC,$ 671.02B
2021-01-06,2,Ethereum,ETH,$ 135.86B
2021-01-06,3,Tether,USDT,$ 22.26B
2021-01-06,4,Litecoin,LTC,$ 11.03B
2021-01-06,5,XRP,XRP,$ 10.84B
2021-01-06,6,Cardano,ADA,$ 9.97B
2021-01-06,7,Polkadot,DOT,$ 9.04B
2021-01-06,8,Bitcoin Cash,BCH,$ 8.38B
2021-01-06,9,Stellar,XLM,$ 6.97B
2021-01-06,10,Chainlink,LINK,$ 6.69B
2021-01-06,11,Binance Coin,BNB,$ 6.02B
2021-01-06,12,USD Coin,USDC,$ 4.37B
2021-01-06,13,Bitcoin SV,BSV,$ 3.34B
2021-01-06,14,Celsius Network,CEL,$ 2.72B
2021-01-06,15,Monero,XMR,$ 2.48B
2021-01-06,16,NEM,XEM,$ 2.24B
2021-01-06,17,OKB,OKB,$ 2.11B
2021-01-06,18,TRON,TRX,$ 2.03B
2021-01-06,19,Tezos,XTZ,$ 1.95B
2021-01-06,20,Theta Token,THETA,$ 1.90B
2021-01-06,21,Cronos,CRO,$ 1.74B
2021-01-06,22,VeChain,VET,$ 1.66B
2021-01-06,23,Cosmos,ATOM,$ 1.39B
2021-01-06,24,Aave,AAVE,$ 1.37B
