date,index,name,ticker,market_cap
2021-01-23,1,Bitcoin,BTC,$ 599.72B
2021-01-23,2,Ethereum,ETH,$ 141.94B
2021-01-23,3,Tether,USDT,$ 24.80B
2021-01-23,4,Polkadot,DOT,$ 16.54B
2021-01-23,5,XRP,XRP,$ 11.76B
2021-01-23,6,Cardano,ADA,$ 10.95B
2021-01-23,7,Chainlink,LINK,$ 9.97B
2021-01-23,8,Litecoin,LTC,$ 9.17B
2021-01-23,9,Bitcoin Cash,BCH,$ 8.05B
2021-01-23,10,Binance Coin,BNB,$ 6.29B
2021-01-23,11,Stellar,XLM,$ 5.97B
2021-01-23,12,USD Coin,USDC,$ 5.59B
2021-01-23,13,Bitcoin SV,BSV,$ 3.24B
2021-01-23,14,Aave,AAVE,$ 2.60B
2021-01-23,15,Monero,XMR,$ 2.48B
2021-01-23,16,Tezos,XTZ,$ 2.43B
2021-01-23,17,Celsius Network,CEL,$ 2.18B
2021-01-23,18,NEM,XEM,$ 1.95B
2021-01-23,19,TRON,TRX,$ 1.95B
2021-01-23,20,Cosmos,ATOM,$ 1.75B
2021-01-23,21,Synthetix,SNX,$ 1.72B
2021-01-23,22,NEO,NEO,$ 1.72B
2021-01-23,23,Uniswap,UNI,$ 1.70B
2021-01-23,24,Theta Token,THETA,$ 1.68B
