date,index,name,ticker,market_cap
2021-02-17,1,Bitcoin,BTC,$ 972.00B
2021-02-17,2,Ethereum,ETH,$ 211.29B
2021-02-17,3,Tether,USDT,$ 32.41B
2021-02-17,4,Polkadot,DOT,$ 28.47B
2021-02-17,5,Cardano,ADA,$ 27.86B
2021-02-17,6,Binance Coin,BNB,$ 26.07B
2021-02-17,7,XRP,XRP,$ 23.54B
2021-02-17,8,Litecoin,LTC,$ 15.57B
2021-02-17,9,Bitcoin Cash,BCH,$ 13.44B
2021-02-17,10,Chainlink,LINK,$ 13.11B
2021-02-17,11,Stellar,XLM,$ 10.85B
2021-02-17,12,USD Coin,USDC,$ 7.28B
2021-02-17,13,Dogecoin,DOGE,$ 6.39B
2021-02-17,14,Aave,AAVE,$ 5.62B
2021-02-17,15,Cosmos,ATOM,$ 5.03B
2021-02-17,16,Monero,XMR,$ 4.71B
2021-02-17,17,Bitcoin SV,BSV,$ 4.57B
2021-02-17,18,Uniswap,UNI,$ 3.91B
2021-02-17,19,IOTA,IOTA,$ 3.63B
2021-02-17,20,NEM,XEM,$ 3.59B
2021-02-17,21,Tezos,XTZ,$ 3.55B
2021-02-17,22,TRON,TRX,$ 3.55B
2021-02-17,23,Terra Classic,LUNC,$ 3.15B
2021-02-17,24,Theta Token,THETA,$ 3.04B
