date,index,name,ticker,market_cap
2021-01-24,1,Bitcoin,BTC,$ 595.43B
2021-01-24,2,Ethereum,ETH,$ 155.35B
2021-01-24,3,Tether,USDT,$ 24.85B
2021-01-24,4,Polkadot,DOT,$ 15.83B
2021-01-24,5,XRP,XRP,$ 11.80B
2021-01-24,6,Cardano,ADA,$ 11.00B
2021-01-24,7,Chainlink,LINK,$ 9.92B
2021-01-24,8,Litecoin,LTC,$ 9.19B
2021-01-24,9,Bitcoin Cash,BCH,$ 8.07B
2021-01-24,10,Binance Coin,BNB,$ 6.41B
2021-01-24,11,Stellar,XLM,$ 6.00B
2021-01-24,12,USD Coin,USDC,$ 5.61B
2021-01-24,13,Aave,AAVE,$ 3.32B
2021-01-24,14,Bitcoin SV,BSV,$ 3.22B
2021-01-24,15,Monero,XMR,$ 2.44B
2021-01-24,16,Celsius Network,CEL,$ 2.36B
2021-01-24,17,Tezos,XTZ,$ 2.32B
2021-01-24,18,Uniswap,UNI,$ 2.10B
2021-01-24,19,Synthetix,SNX,$ 2.01B
2021-01-24,20,TRON,TRX,$ 1.99B
2021-01-24,21,NEM,XEM,$ 1.93B
2021-01-24,22,NEO,NEO,$ 1.72B
2021-01-24,23,Cosmos,ATOM,$ 1.71B
2021-01-24,24,VeChain,VET,$ 1.70B
