date,index,name,ticker,market_cap
2021-02-15,1,Bitcoin,BTC,$ 895.74B
2021-02-15,2,Ethereum,ETH,$ 204.94B
2021-02-15,3,Tether,USDT,$ 32.09B
2021-02-15,4,Cardano,ADA,$ 26.15B
2021-02-15,5,Polkadot,DOT,$ 25.03B
2021-02-15,6,XRP,XRP,$ 24.16B
2021-02-15,7,Binance Coin,BNB,$ 20.18B
2021-02-15,8,Litecoin,LTC,$ 14.04B
2021-02-15,9,Chainlink,LINK,$ 13.39B
2021-02-15,10,Bitcoin Cash,BCH,$ 13.37B
2021-02-15,11,Stellar,XLM,$ 11.13B
2021-02-15,12,Dogecoin,DOGE,$ 8.22B
2021-02-15,13,USD Coin,USDC,$ 7.43B
2021-02-15,14,Aave,AAVE,$ 5.77B
2021-02-15,15,Cosmos,ATOM,$ 4.77B
2021-02-15,16,Bitcoin SV,BSV,$ 4.55B
2021-02-15,17,Monero,XMR,$ 3.96B
2021-02-15,18,Uniswap,UNI,$ 3.72B
2021-02-15,19,IOTA,IOTA,$ 3.58B
2021-02-15,20,Tezos,XTZ,$ 3.49B
2021-02-15,21,NEM,XEM,$ 3.44B
2021-02-15,22,TRON,TRX,$ 3.43B
2021-02-15,23,Theta Token,THETA,$ 2.98B
2021-02-15,24,NEO,NEO,$ 2.96B
