date,index,name,ticker,market_cap
2021-02-01,1,Bitcoin,BTC,$ 626.34B
2021-02-01,2,Ethereum,ETH,$ 155.19B
2021-02-01,3,Tether,USDT,$ 26.48B
2021-02-01,4,XRP,XRP,$ 16.37B
2021-02-01,5,Polkadot,DOT,$ 14.48B
2021-02-01,6,Cardano,ADA,$ 12.42B
2021-02-01,7,Chainlink,LINK,$ 9.23B
2021-02-01,8,Litecoin,LTC,$ 8.79B
2021-02-01,9,Binance Coin,BNB,$ 7.97B
2021-02-01,10,Bitcoin Cash,BCH,$ 7.67B
2021-02-01,11,Stellar,XLM,$ 7.09B
2021-02-01,12,USD Coin,USDC,$ 5.87B
2021-02-01,13,Dogecoin,DOGE,$ 4.50B
2021-02-01,14,Uniswap,UNI,$ 3.62B
2021-02-01,15,Aave,AAVE,$ 3.62B
2021-02-01,16,Bitcoin SV,BSV,$ 3.31B
2021-02-01,17,Monero,XMR,$ 2.59B
2021-02-01,18,NEM,XEM,$ 2.38B
2021-02-01,19,Tezos,XTZ,$ 2.18B
2021-02-01,20,TRON,TRX,$ 2.18B
2021-02-01,21,Celsius Network,CEL,$ 2.14B
2021-02-01,22,Synthetix,SNX,$ 1.99B
2021-02-01,23,Cosmos,ATOM,$ 1.85B
2021-02-01,24,Theta Token,THETA,$ 1.74B
