date,index,name,ticker,market_cap
2021-02-19,1,Bitcoin,BTC,$ 1.03T
2021-02-19,2,Ethereum,ETH,$ 223.40B
2021-02-19,3,Binance Coin,BNB,$ 51.73B
2021-02-19,4,Tether,USDT,$ 33.69B
2021-02-19,5,Polkadot,DOT,$ 30.26B
2021-02-19,6,Cardano,ADA,$ 29.30B
2021-02-19,7,XRP,XRP,$ 24.34B
2021-02-19,8,Litecoin,LTC,$ 15.87B
2021-02-19,9,Chainlink,LINK,$ 14.04B
2021-02-19,10,Bitcoin Cash,BCH,$ 13.48B
2021-02-19,11,Stellar,XLM,$ 11.45B
2021-02-19,12,USD Coin,USDC,$ 7.54B
2021-02-19,13,Dogecoin,DOGE,$ 7.09B
2021-02-19,14,Aave,AAVE,$ 5.26B
2021-02-19,15,Monero,XMR,$ 4.92B
2021-02-19,16,Huobi Token,HT,$ 4.81B
2021-02-19,17,Cosmos,ATOM,$ 4.67B
2021-02-19,18,Bitcoin SV,BSV,$ 4.52B
2021-02-19,19,NEM,XEM,$ 4.35B
2021-02-19,20,OKB,OKB,$ 4.30B
2021-02-19,21,IOTA,IOTA,$ 4.07B
2021-02-19,22,TRON,TRX,$ 4.06B
2021-02-19,23,Tezos,XTZ,$ 3.72B
2021-02-19,24,Uniswap,UNI,$ 3.60B
