date,index,name,ticker,market_cap
2021-03-29,1,Bitcoin,BTC,$ 1.08T
2021-03-29,2,Ethereum,ETH,$ 209.06B
2021-03-29,3,Binance Coin,BNB,$ 42.29B
2021-03-29,4,Tether,USDT,$ 40.53B
2021-03-29,5,Cardano,ADA,$ 37.76B
2021-03-29,6,Polkadot,DOT,$ 30.81B
2021-03-29,7,XRP,XRP,$ 24.40B
2021-03-29,8,Litecoin,LTC,$ 13.01B
2021-03-29,9,Chainlink,LINK,$ 11.65B
2021-03-29,10,Theta Token,THETA,$ 11.51B
2021-03-29,11,USD Coin,USDC,$ 10.80B
2021-03-29,12,Klaytn,KLAY,$ 10.28B
2021-03-29,13,Bitcoin Cash,BCH,$ 9.70B
2021-03-29,14,Stellar,XLM,$ 9.16B
2021-03-29,15,Filecoin,FIL,$ 7.84B
2021-03-29,16,Terra Classic,LUNC,$ 7.44B
2021-03-29,17,Dogecoin,DOGE,$ 7.09B
2021-03-29,18,Cronos,CRO,$ 5.53B
2021-03-29,19,Uniswap,UNI,$ 5.28B
2021-03-29,20,VeChain,VET,$ 5.09B
2021-03-29,21,Solana,SOL,$ 5.01B
2021-03-29,22,Kusama,KSM,$ 4.73B
2021-03-29,23,Aave,AAVE,$ 4.49B
2021-03-29,24,TRON,TRX,$ 4.31B
