date,index,name,ticker,market_cap
2021-02-11,1,Bitcoin,BTC,$ 880.64B
2021-02-11,2,Ethereum,ETH,$ 203.63B
2021-02-11,3,Tether,USDT,$ 30.71B
2021-02-11,4,Cardano,ADA,$ 29.39B
2021-02-11,5,XRP,XRP,$ 22.47B
2021-02-11,6,Polkadot,DOT,$ 21.88B
2021-02-11,7,Binance Coin,BNB,$ 19.09B
2021-02-11,8,Litecoin,LTC,$ 12.30B
2021-02-11,9,Chainlink,LINK,$ 11.13B
2021-02-11,10,Stellar,XLM,$ 10.01B
2021-02-11,11,Bitcoin Cash,BCH,$ 9.77B
2021-02-11,12,Dogecoin,DOGE,$ 9.49B
2021-02-11,13,USD Coin,USDC,$ 6.91B
2021-02-11,14,Aave,AAVE,$ 6.41B
2021-02-11,15,Bitcoin SV,BSV,$ 4.17B
2021-02-11,16,Uniswap,UNI,$ 3.78B
2021-02-11,17,Avalanche,AVAX,$ 3.63B
2021-02-11,18,Cosmos,ATOM,$ 3.59B
2021-02-11,19,NEM,XEM,$ 3.54B
2021-02-11,20,TRON,TRX,$ 3.52B
2021-02-11,21,Monero,XMR,$ 3.34B
2021-02-11,22,IOTA,IOTA,$ 3.34B
2021-02-11,23,Tezos,XTZ,$ 3.10B
2021-02-11,24,Synthetix,SNX,$ 2.89B
