date,index,name,ticker,market_cap
2021-02-20,1,Bitcoin,BTC,$ 1.04T
2021-02-20,2,Ethereum,ETH,$ 220.20B
2021-02-20,3,Binance Coin,BNB,$ 38.00B
2021-02-20,4,Cardano,ADA,$ 36.39B
2021-02-20,5,Polkadot,DOT,$ 35.94B
2021-02-20,6,Tether,USDT,$ 34.27B
2021-02-20,7,XRP,XRP,$ 22.28B
2021-02-20,8,Litecoin,LTC,$ 15.12B
2021-02-20,9,Chainlink,LINK,$ 14.02B
2021-02-20,10,Bitcoin Cash,BCH,$ 12.68B
2021-02-20,11,Stellar,XLM,$ 11.05B
2021-02-20,12,USD Coin,USDC,$ 7.77B
2021-02-20,13,Dogecoin,DOGE,$ 7.09B
2021-02-20,14,Aave,AAVE,$ 5.65B
2021-02-20,15,Uniswap,UNI,$ 5.29B
2021-02-20,16,Cosmos,ATOM,$ 4.65B
2021-02-20,17,NEM,XEM,$ 4.60B
2021-02-20,18,Monero,XMR,$ 4.53B
2021-02-20,19,Bitcoin SV,BSV,$ 4.34B
2021-02-20,20,Huobi Token,HT,$ 3.96B
2021-02-20,21,OKB,OKB,$ 3.92B
2021-02-20,22,TRON,TRX,$ 3.87B
2021-02-20,23,IOTA,IOTA,$ 3.85B
2021-02-20,24,Tezos,XTZ,$ 3.65B
