date,index,name,ticker,market_cap
2021-03-18,1,Bitcoin,BTC,$ 1.08T
2021-03-18,2,Ethereum,ETH,$ 205.54B
2021-03-18,3,Binance Coin,BNB,$ 40.75B
2021-03-18,4,Cardano,ADA,$ 39.71B
2021-03-18,5,Tether,USDT,$ 39.06B
2021-03-18,6,Polkadot,DOT,$ 32.22B
2021-03-18,7,XRP,XRP,$ 20.47B
2021-03-18,8,Litecoin,LTC,$ 13.41B
2021-03-18,9,Chainlink,LINK,$ 12.27B
2021-03-18,10,Bitcoin Cash,BCH,$ 9.86B
2021-03-18,11,USD Coin,USDC,$ 9.74B
2021-03-18,12,Stellar,XLM,$ 9.05B
2021-03-18,13,Dogecoin,DOGE,$ 7.45B
2021-03-18,14,Terra Classic,LUNC,$ 7.43B
2021-03-18,15,Theta Token,THETA,$ 7.34B
2021-03-18,16,Cronos,CRO,$ 5.72B
2021-03-18,17,Uniswap,UNI,$ 5.52B
2021-03-18,18,Cosmos,ATOM,$ 4.85B
2021-03-18,19,Aave,AAVE,$ 4.55B
2021-03-18,20,Filecoin,FIL,$ 4.47B
2021-03-18,21,VeChain,VET,$ 4.37B
2021-03-18,22,Avalanche,AVAX,$ 4.33B
2021-03-18,23,OKB,OKB,$ 4.15B
2021-03-18,24,Monero,XMR,$ 4.14B
