date,index,name,ticker,market_cap
2021-01-19,1,Bitcoin,BTC,$ 680.27B
2021-01-19,2,Ethereum,ETH,$ 161.32B
2021-01-19,3,Tether,USDT,$ 24.37B
2021-01-19,4,Polkadot,DOT,$ 15.04B
2021-01-19,5,XRP,XRP,$ 13.07B
2021-01-19,6,Cardano,ADA,$ 11.82B
2021-01-19,7,Litecoin,LTC,$ 10.54B
2021-01-19,8,Bitcoin Cash,BCH,$ 9.76B
2021-01-19,9,Chainlink,LINK,$ 8.60B
2021-01-19,10,Stellar,XLM,$ 6.71B
2021-01-19,11,Binance Coin,BNB,$ 6.68B
2021-01-19,12,USD Coin,USDC,$ 5.13B
2021-01-19,13,Bitcoin SV,BSV,$ 3.87B
2021-01-19,14,Monero,XMR,$ 2.87B
2021-01-19,15,Aave,AAVE,$ 2.38B
2021-01-19,16,NEM,XEM,$ 2.27B
2021-01-19,17,Tezos,XTZ,$ 2.26B
2021-01-19,18,TRON,TRX,$ 2.08B
2021-01-19,19,Celsius Network,CEL,$ 2.05B
2021-01-19,20,Cronos,CRO,$ 2.00B
2021-01-19,21,Cosmos,ATOM,$ 1.95B
2021-01-19,22,NEO,NEO,$ 1.90B
2021-01-19,23,Synthetix,SNX,$ 1.82B
2021-01-19,24,Theta Token,THETA,$ 1.78B
