date,index,name,ticker,market_cap
2021-01-28,1,Bitcoin,BTC,$ 619.76B
2021-01-28,2,Ethereum,ETH,$ 154.97B
2021-01-28,3,Tether,USDT,$ 25.44B
2021-01-28,4,Polkadot,DOT,$ 15.43B
2021-01-28,5,XRP,XRP,$ 11.43B
2021-01-28,6,Cardano,ADA,$ 10.90B
2021-01-28,7,Chainlink,LINK,$ 9.52B
2021-01-28,8,Litecoin,LTC,$ 8.86B
2021-01-28,9,Bitcoin Cash,BCH,$ 7.57B
2021-01-28,10,Binance Coin,BNB,$ 6.65B
2021-01-28,11,Stellar,XLM,$ 6.18B
2021-01-28,12,USD Coin,USDC,$ 5.67B
2021-01-28,13,Aave,AAVE,$ 3.70B
2021-01-28,14,Bitcoin SV,BSV,$ 3.19B
2021-01-28,15,Dogecoin,DOGE,$ 3.09B
2021-01-28,16,Uniswap,UNI,$ 2.70B
2021-01-28,17,Monero,XMR,$ 2.41B
2021-01-28,18,Tezos,XTZ,$ 2.25B
2021-01-28,19,Celsius Network,CEL,$ 2.20B
2021-01-28,20,NEM,XEM,$ 2.10B
2021-01-28,21,Synthetix,SNX,$ 2.01B
2021-01-28,22,TRON,TRX,$ 1.99B
2021-01-28,23,Theta Token,THETA,$ 1.76B
2021-01-28,24,Cosmos,ATOM,$ 1.71B
