date,index,name,ticker,market_cap
2021-01-30,1,Bitcoin,BTC,$ 645.04B
2021-01-30,2,Ethereum,ETH,$ 158.73B
2021-01-30,3,Tether,USDT,$ 26.25B
2021-01-30,4,XRP,XRP,$ 17.28B
2021-01-30,5,Polkadot,DOT,$ 14.96B
2021-01-30,6,Cardano,ADA,$ 11.49B
2021-01-30,7,Chainlink,LINK,$ 9.62B
2021-01-30,8,Litecoin,LTC,$ 8.90B
2021-01-30,9,Bitcoin Cash,BCH,$ 7.71B
2021-01-30,10,Stellar,XLM,$ 6.96B
2021-01-30,11,Binance Coin,BNB,$ 6.93B
2021-01-30,12,USD Coin,USDC,$ 5.82B
2021-01-30,13,Aave,AAVE,$ 3.84B
2021-01-30,14,Dogecoin,DOGE,$ 3.75B
2021-01-30,15,Uniswap,UNI,$ 3.39B
2021-01-30,16,Bitcoin SV,BSV,$ 3.34B
2021-01-30,17,Monero,XMR,$ 2.50B
2021-01-30,18,Celsius Network,CEL,$ 2.23B
2021-01-30,19,Tezos,XTZ,$ 2.21B
2021-01-30,20,TRON,TRX,$ 2.13B
2021-01-30,21,NEM,XEM,$ 2.09B
2021-01-30,22,Synthetix,SNX,$ 2.05B
2021-01-30,23,Theta Token,THETA,$ 1.75B
2021-01-30,24,Cosmos,ATOM,$ 1.70B
