date,index,name,ticker,market_cap
2021-02-25,1,Bitcoin,BTC,$ 900.36B
2021-02-25,2,Ethereum,ETH,$ 176.78B
2021-02-25,3,Binance Coin,BNB,$ 37.52B
2021-02-25,4,Cardano,ADA,$ 35.03B
2021-02-25,5,Tether,USDT,$ 34.91B
2021-02-25,6,Polkadot,DOT,$ 29.27B
2021-02-25,7,XRP,XRP,$ 19.59B
2021-02-25,8,Litecoin,LTC,$ 12.47B
2021-02-25,9,Chainlink,LINK,$ 10.68B
2021-02-25,10,Bitcoin Cash,BCH,$ 9.55B
2021-02-25,11,Stellar,XLM,$ 8.85B
2021-02-25,12,USD Coin,USDC,$ 8.42B
2021-02-25,13,Dogecoin,DOGE,$ 6.64B
2021-02-25,14,OKB,OKB,$ 4.94B
2021-02-25,15,NEM,XEM,$ 4.61B
2021-02-25,16,Uniswap,UNI,$ 4.44B
2021-02-25,17,Aave,AAVE,$ 4.37B
2021-02-25,18,Cronos,CRO,$ 3.98B
2021-02-25,19,Cosmos,ATOM,$ 3.83B
2021-02-25,20,Solana,SOL,$ 3.77B
2021-02-25,21,Monero,XMR,$ 3.60B
2021-02-25,22,Bitcoin SV,BSV,$ 3.54B
2021-02-25,23,Huobi Token,HT,$ 3.39B
2021-02-25,24,IOTA,IOTA,$ 3.20B
