date,index,name,ticker,market_cap
2021-04-01,1,Bitcoin,BTC,$ 1.10T
2021-04-01,2,Ethereum,ETH,$ 226.74B
2021-04-01,3,Binance Coin,BNB,$ 51.40B
2021-04-01,4,Tether,USDT,$ 40.82B
2021-04-01,5,Cardano,ADA,$ 37.46B
2021-04-01,6,Polkadot,DOT,$ 34.22B
2021-04-01,7,XRP,XRP,$ 24.73B
2021-04-01,8,Litecoin,LTC,$ 13.49B
2021-04-01,9,Chainlink,LINK,$ 12.51B
2021-04-01,10,Filecoin,FIL,$ 12.48B
2021-04-01,11,USD Coin,USDC,$ 10.90B
2021-04-01,12,Bitcoin Cash,BCH,$ 10.36B
2021-04-01,13,Klaytn,KLAY,$ 10.16B
2021-04-01,14,Theta Token,THETA,$ 10.12B
2021-04-01,15,Stellar,XLM,$ 9.73B
2021-04-01,16,Dogecoin,DOGE,$ 7.83B
2021-04-01,17,Terra Classic,LUNC,$ 7.12B
2021-04-01,18,TRON,TRX,$ 5.76B
2021-04-01,19,Cronos,CRO,$ 5.59B
2021-04-01,20,Uniswap,UNI,$ 5.26B
2021-04-01,21,Solana,SOL,$ 5.12B
2021-04-01,22,VeChain,VET,$ 4.92B
2021-04-01,23,Aave,AAVE,$ 4.78B
2021-04-01,24,OKB,OKB,$ 4.69B
