date,index,name,ticker,market_cap
2021-01-01,1,Bitcoin,BTC,$ 543.80B
2021-01-01,2,Ethereum,ETH,$ 83.47B
2021-01-01,3,Tether,USDT,$ 21.14B
2021-01-01,4,XRP,XRP,$ 10.34B
2021-01-01,5,Litecoin,LTC,$ 8.34B
2021-01-01,6,Polkadot,DOT,$ 7.39B
2021-01-01,7,Bitcoin Cash,BCH,$ 6.33B
2021-01-01,8,Cardano,ADA,$ 5.53B
2021-01-01,9,Binance Coin,BNB,$ 5.42B
2021-01-01,10,Chainlink,LINK,$ 4.79B
2021-01-01,11,USD Coin,USDC,$ 4.12B
2021-01-01,12,Bitcoin SV,BSV,$ 3.04B
2021-01-01,13,Stellar,XLM,$ 2.93B
2021-01-01,14,OKB,OKB,$ 2.60B
2021-01-01,15,Celsius Network,CEL,$ 2.47B
2021-01-01,16,Monero,XMR,$ 2.37B
2021-01-01,17,NEM,XEM,$ 1.99B
2021-01-01,18,Theta Token,THETA,$ 1.80B
2021-01-01,19,TRON,TRX,$ 1.79B
2021-01-01,20,Tezos,XTZ,$ 1.53B
2021-01-01,21,UNUS SED LEO,LEO,$ 1.35B
2021-01-01,22,Cronos,CRO,$ 1.32B
2021-01-01,23,Cosmos,ATOM,$ 1.21B
2021-01-01,24,Multi-Collateral Dai,DAI,$ 1.21B
