date,index,name,ticker,market_cap
2021-03-31,1,Bitcoin,BTC,$ 1.10T
2021-03-31,2,Ethereum,ETH,$ 221.97B
2021-03-31,3,Binance Coin,BNB,$ 46.36B
2021-03-31,4,Tether,USDT,$ 40.84B
2021-03-31,5,Cardano,ADA,$ 37.56B
2021-03-31,6,Polkadot,DOT,$ 32.32B
2021-03-31,7,XRP,XRP,$ 24.37B
2021-03-31,8,Litecoin,LTC,$ 13.08B
2021-03-31,9,Filecoin,FIL,$ 12.05B
2021-03-31,10,Chainlink,LINK,$ 11.96B
2021-03-31,11,USD Coin,USDC,$ 10.82B
2021-03-31,12,Theta Token,THETA,$ 10.70B
2021-03-31,13,Bitcoin Cash,BCH,$ 10.03B
2021-03-31,14,Klaytn,KLAY,$ 9.96B
2021-03-31,15,Stellar,XLM,$ 9.10B
2021-03-31,16,Terra Classic,LUNC,$ 7.38B
2021-03-31,17,Dogecoin,DOGE,$ 6.97B
2021-03-31,18,TRON,TRX,$ 6.18B
2021-03-31,19,Cronos,CRO,$ 5.47B
2021-03-31,20,Solana,SOL,$ 5.26B
2021-03-31,21,Uniswap,UNI,$ 5.11B
2021-03-31,22,Aave,AAVE,$ 4.80B
2021-03-31,23,VeChain,VET,$ 4.79B
2021-03-31,24,OKB,OKB,$ 4.71B
