date,index,name,ticker,market_cap
2021-03-01,1,Bitcoin,BTC,$ 911.90B
2021-03-01,2,Ethereum,ETH,$ 177.37B
2021-03-01,3,Cardano,ADA,$ 40.99B
2021-03-01,4,Binance Coin,BNB,$ 38.79B
2021-03-01,5,Tether,USDT,$ 35.15B
2021-03-01,6,Polkadot,DOT,$ 31.39B
2021-03-01,7,XRP,XRP,$ 19.17B
2021-03-01,8,Litecoin,LTC,$ 11.54B
2021-03-01,9,Chainlink,LINK,$ 11.07B
2021-03-01,10,Stellar,XLM,$ 9.44B
2021-03-01,11,Bitcoin Cash,BCH,$ 9.22B
2021-03-01,12,USD Coin,USDC,$ 9.05B
2021-03-01,13,Dogecoin,DOGE,$ 6.52B
2021-03-01,14,NEM,XEM,$ 6.01B
2021-03-01,15,OKB,OKB,$ 4.94B
2021-03-01,16,Aave,AAVE,$ 4.58B
2021-03-01,17,Uniswap,UNI,$ 4.48B
2021-03-01,18,Monero,XMR,$ 3.98B
2021-03-01,19,Solana,SOL,$ 3.89B
2021-03-01,20,Cosmos,ATOM,$ 3.85B
2021-03-01,21,Cronos,CRO,$ 3.55B
2021-03-01,22,Bitcoin SV,BSV,$ 3.43B
2021-03-01,23,IOTA,IOTA,$ 3.34B
2021-03-01,24,TRON,TRX,$ 3.15B
