date,index,name,ticker,market_cap
2021-03-02,1,Bitcoin,BTC,$ 888.60B
2021-03-02,2,Ethereum,ETH,$ 169.79B
2021-03-02,3,Cardano,ADA,$ 37.81B
2021-03-02,4,Binance Coin,BNB,$ 36.32B
2021-03-02,5,Tether,USDT,$ 35.70B
2021-03-02,6,Polkadot,DOT,$ 32.15B
2021-03-02,7,XRP,XRP,$ 18.68B
2021-03-02,8,Litecoin,LTC,$ 11.58B
2021-03-02,9,Chainlink,LINK,$ 11.52B
2021-03-02,10,Bitcoin Cash,BCH,$ 9.49B
2021-03-02,11,Stellar,XLM,$ 9.28B
2021-03-02,12,USD Coin,USDC,$ 8.91B
2021-03-02,13,NEM,XEM,$ 6.88B
2021-03-02,14,Dogecoin,DOGE,$ 6.50B
2021-03-02,15,Aave,AAVE,$ 4.81B
2021-03-02,16,OKB,OKB,$ 4.78B
2021-03-02,17,Uniswap,UNI,$ 4.56B
2021-03-02,18,Cosmos,ATOM,$ 3.91B
2021-03-02,19,Monero,XMR,$ 3.87B
2021-03-02,20,Cronos,CRO,$ 3.65B
2021-03-02,21,Solana,SOL,$ 3.58B
2021-03-02,22,Bitcoin SV,BSV,$ 3.43B
2021-03-02,23,IOTA,IOTA,$ 3.23B
2021-03-02,24,Theta Token,THETA,$ 3.19B
