date,index,name,ticker,market_cap
2021-01-11,1,Bitcoin,BTC,$ 639.00B
2021-01-11,2,Ethereum,ETH,$ 120.10B
2021-01-11,3,Tether,USDT,$ 24.44B
2021-01-11,4,XRP,XRP,$ 12.35B
2021-01-11,5,Litecoin,LTC,$ 8.88B
2021-01-11,6,Bitcoin Cash,BCH,$ 8.56B
2021-01-11,7,Cardano,ADA,$ 8.34B
2021-01-11,8,Polkadot,DOT,$ 7.29B
2021-01-11,9,Chainlink,LINK,$ 5.63B
2021-01-11,10,Binance Coin,BNB,$ 5.44B
2021-01-11,11,Stellar,XLM,$ 5.42B
2021-01-11,12,USD Coin,USDC,$ 4.76B
2021-01-11,13,Bitcoin SV,BSV,$ 3.51B
2021-01-11,14,Monero,XMR,$ 2.91B
2021-01-11,15,Celsius Network,CEL,$ 2.12B
2021-01-11,16,TRON,TRX,$ 1.89B
2021-01-11,17,NEM,XEM,$ 1.87B
2021-01-11,18,OKB,OKB,$ 1.76B
2021-01-11,19,Tezos,XTZ,$ 1.74B
2021-01-11,20,NEO,NEO,$ 1.62B
2021-01-11,21,Theta Token,THETA,$ 1.59B
2021-01-11,22,Cronos,CRO,$ 1.44B
2021-01-11,23,Multi-Collateral Dai,DAI,$ 1.37B
2021-01-11,24,Synthetix,SNX,$ 1.36B
