date,index,name,ticker,market_cap
2021-02-22,1,Bitcoin,BTC,$ 1.01T
2021-02-22,2,Ethereum,ETH,$ 204.53B
2021-02-22,3,Binance Coin,BNB,$ 41.82B
2021-02-22,4,Tether,USDT,$ 34.66B
2021-02-22,5,Cardano,ADA,$ 34.53B
2021-02-22,6,Polkadot,DOT,$ 33.42B
2021-02-22,7,XRP,XRP,$ 24.68B
2021-02-22,8,Litecoin,LTC,$ 13.78B
2021-02-22,9,Chainlink,LINK,$ 12.81B
2021-02-22,10,Bitcoin Cash,BCH,$ 11.69B
2021-02-22,11,Stellar,XLM,$ 10.27B
2021-02-22,12,USD Coin,USDC,$ 8.04B
2021-02-22,13,Dogecoin,DOGE,$ 6.88B
2021-02-22,14,NEM,XEM,$ 6.12B
2021-02-22,15,OKB,OKB,$ 5.51B
2021-02-22,16,Cronos,CRO,$ 5.50B
2021-02-22,17,Aave,AAVE,$ 5.06B
2021-02-22,18,Uniswap,UNI,$ 5.03B
2021-02-22,19,Cosmos,ATOM,$ 4.36B
2021-02-22,20,Huobi Token,HT,$ 4.09B
2021-02-22,21,Bitcoin SV,BSV,$ 4.07B
2021-02-22,22,Monero,XMR,$ 4.00B
2021-02-22,23,IOTA,IOTA,$ 3.64B
2021-02-22,24,TRON,TRX,$ 3.62B
