date,index,name,ticker,market_cap
2021-01-31,1,Bitcoin,BTC,$ 611.36B
2021-01-31,2,Ethereum,ETH,$ 149.62B
2021-01-31,3,Tether,USDT,$ 26.40B
2021-01-31,4,XRP,XRP,$ 20.99B
2021-01-31,5,Polkadot,DOT,$ 14.34B
2021-01-31,6,Cardano,ADA,$ 10.82B
2021-01-31,7,Chainlink,LINK,$ 9.07B
2021-01-31,8,Litecoin,LTC,$ 8.52B
2021-01-31,9,Bitcoin Cash,BCH,$ 7.44B
2021-01-31,10,Stellar,XLM,$ 6.77B
2021-01-31,11,Binance Coin,BNB,$ 6.76B
2021-01-31,12,USD Coin,USDC,$ 5.87B
2021-01-31,13,Dogecoin,DOGE,$ 4.77B
2021-01-31,14,Aave,AAVE,$ 3.68B
2021-01-31,15,Uniswap,UNI,$ 3.27B
2021-01-31,16,Bitcoin SV,BSV,$ 3.25B
2021-01-31,17,Monero,XMR,$ 2.43B
2021-01-31,18,Celsius Network,CEL,$ 2.15B
2021-01-31,19,Tezos,XTZ,$ 2.13B
2021-01-31,20,TRON,TRX,$ 2.11B
2021-01-31,21,NEM,XEM,$ 2.10B
2021-01-31,22,Synthetix,SNX,$ 1.99B
2021-01-31,23,Theta Token,THETA,$ 1.67B
2021-01-31,24,Cosmos,ATOM,$ 1.66B
