date,index,name,ticker,market_cap
2021-02-04,1,Bitcoin,BTC,$ 694.54B
2021-02-04,2,Ethereum,ETH,$ 185.92B
2021-02-04,3,Tether,USDT,$ 27.46B
2021-02-04,4,XRP,XRP,$ 19.99B
2021-02-04,5,Polkadot,DOT,$ 17.86B
2021-02-04,6,Cardano,ADA,$ 13.61B
2021-02-04,7,Chainlink,LINK,$ 10.00B
2021-02-04,8,Litecoin,LTC,$ 9.75B
2021-02-04,9,Binance Coin,BNB,$ 8.66B
2021-02-04,10,Bitcoin Cash,BCH,$ 7.92B
2021-02-04,11,Stellar,XLM,$ 7.32B
2021-02-04,12,Dogecoin,DOGE,$ 6.45B
2021-02-04,13,USD Coin,USDC,$ 6.13B
2021-02-04,14,Aave,AAVE,$ 5.90B
2021-02-04,15,Uniswap,UNI,$ 3.72B
2021-02-04,16,Bitcoin SV,BSV,$ 3.31B
2021-02-04,17,Monero,XMR,$ 2.67B
2021-02-04,18,NEM,XEM,$ 2.42B
2021-02-04,19,Synthetix,SNX,$ 2.27B
2021-02-04,20,Tezos,XTZ,$ 2.27B
2021-02-04,21,TRON,TRX,$ 2.23B
2021-02-04,22,Celsius Network,CEL,$ 2.23B
2021-02-04,23,Compound,COMP,$ 2.17B
2021-02-04,24,Cosmos,ATOM,$ 1.92B
