date,index,name,ticker,market_cap
2021-03-06,1,Bitcoin,BTC,$ 909.42B
2021-03-06,2,Ethereum,ETH,$ 189.98B
2021-03-06,3,Tether,USDT,$ 36.52B
2021-03-06,4,Cardano,ADA,$ 35.61B
2021-03-06,5,Binance Coin,BNB,$ 34.76B
2021-03-06,6,Polkadot,DOT,$ 29.88B
2021-03-06,7,XRP,XRP,$ 19.98B
2021-03-06,8,Litecoin,LTC,$ 12.09B
2021-03-06,9,Chainlink,LINK,$ 11.54B
2021-03-06,10,Bitcoin Cash,BCH,$ 9.32B
2021-03-06,11,Stellar,XLM,$ 9.07B
2021-03-06,12,USD Coin,USDC,$ 9.02B
2021-03-06,13,NEM,XEM,$ 6.71B
2021-03-06,14,Dogecoin,DOGE,$ 6.58B
2021-03-06,15,Uniswap,UNI,$ 5.20B
2021-03-06,16,OKB,OKB,$ 4.81B
2021-03-06,17,Aave,AAVE,$ 4.69B
2021-03-06,18,Cosmos,ATOM,$ 3.99B
2021-03-06,19,Cronos,CRO,$ 3.71B
2021-03-06,20,Monero,XMR,$ 3.63B
2021-03-06,21,IOTA,IOTA,$ 3.60B
2021-03-06,22,Theta Token,THETA,$ 3.60B
2021-03-06,23,Solana,SOL,$ 3.40B
2021-03-06,24,Bitcoin SV,BSV,$ 3.37B
