date,index,name,ticker,market_cap
2021-03-05,1,Bitcoin,BTC,$ 915.54B
2021-03-05,2,Ethereum,ETH,$ 177.19B
2021-03-05,3,Cardano,ADA,$ 37.34B
2021-03-05,4,Tether,USDT,$ 36.53B
2021-03-05,5,Binance Coin,BNB,$ 35.21B
2021-03-05,6,Polkadot,DOT,$ 30.61B
2021-03-05,7,XRP,XRP,$ 20.03B
2021-03-05,8,Litecoin,LTC,$ 12.13B
2021-03-05,9,Chainlink,LINK,$ 11.55B
2021-03-05,10,Bitcoin Cash,BCH,$ 9.38B
2021-03-05,11,Stellar,XLM,$ 9.27B
2021-03-05,12,USD Coin,USDC,$ 8.90B
2021-03-05,13,Dogecoin,DOGE,$ 6.47B
2021-03-05,14,NEM,XEM,$ 6.44B
2021-03-05,15,Uniswap,UNI,$ 5.19B
2021-03-05,16,OKB,OKB,$ 4.92B
2021-03-05,17,Aave,AAVE,$ 4.65B
2021-03-05,18,Cosmos,ATOM,$ 4.02B
2021-03-05,19,Monero,XMR,$ 3.75B
2021-03-05,20,IOTA,IOTA,$ 3.72B
2021-03-05,21,Cronos,CRO,$ 3.66B
2021-03-05,22,Theta Token,THETA,$ 3.55B
2021-03-05,23,Terra Classic,LUNC,$ 3.53B
2021-03-05,24,Bitcoin SV,BSV,$ 3.39B
