date,index,name,ticker,market_cap
2021-02-23,1,Bitcoin,BTC,$ 898.81B
2021-02-23,2,Ethereum,ETH,$ 178.65B
2021-02-23,3,Tether,USDT,$ 34.80B
2021-02-23,4,Binance Coin,BNB,$ 33.97B
2021-02-23,5,Polkadot,DOT,$ 29.55B
2021-02-23,6,Cardano,ADA,$ 29.31B
2021-02-23,7,XRP,XRP,$ 20.13B
2021-02-23,8,Litecoin,LTC,$ 11.59B
2021-02-23,9,Chainlink,LINK,$ 10.38B
2021-02-23,10,Bitcoin Cash,BCH,$ 9.42B
2021-02-23,11,Stellar,XLM,$ 8.56B
2021-02-23,12,USD Coin,USDC,$ 8.14B
2021-02-23,13,Dogecoin,DOGE,$ 6.08B
2021-02-23,14,NEM,XEM,$ 4.64B
2021-02-23,15,OKB,OKB,$ 4.58B
2021-02-23,16,Aave,AAVE,$ 4.39B
2021-02-23,17,Uniswap,UNI,$ 4.29B
2021-02-23,18,Cosmos,ATOM,$ 4.17B
2021-02-23,19,Solana,SOL,$ 3.86B
2021-02-23,20,Monero,XMR,$ 3.81B
2021-02-23,21,Cronos,CRO,$ 3.73B
2021-02-23,22,Bitcoin SV,BSV,$ 3.46B
2021-02-23,23,Huobi Token,HT,$ 3.38B
2021-02-23,24,IOTA,IOTA,$ 2.97B
