date,index,name,ticker,market_cap
2020-02-26,1,Bitcoin,BTC,$ 159.05B
2020-02-26,2,Ethereum,ETH,$ 24.57B
2020-02-26,3,XRP,XRP,$ 10.08B
2020-02-26,4,Bitcoin Cash,BCH,$ 5.79B
2020-02-26,5,Tether,USDT,$ 4.29B
2020-02-26,6,Bitcoin SV,BSV,$ 4.05B
2020-02-26,7,Litecoin,LTC,$ 3.88B
2020-02-26,8,Binance Coin,BNB,$ 2.86B
2020-02-26,9,Tezos,XTZ,$ 1.94B
2020-02-26,10,Cardano,ADA,$ 1.28B
2020-02-26,11,Chainlink,LINK,$ 1.28B
2020-02-26,12,Monero,XMR,$ 1.22B
2020-02-26,13,Stellar,XLM,$ 1.18B
2020-02-26,14,TRON,TRX,$ 1.09B
2020-02-26,15,Huobi Token,HT,$ 969.96M
2020-02-26,16,UNUS SED LEO,LEO,$ 944.20M
2020-02-26,17,Ethereum Classic,ETC,$ 884.59M
2020-02-26,18,NEO,NEO,$ 777.34M
2020-02-26,19,Dash,DASH,$ 765.93M
2020-02-26,20,Cosmos,ATOM,$ 694.11M
2020-02-26,21,IOTA,IOTA,$ 605.71M
2020-02-26,22,Cronos,CRO,$ 553.59M
2020-02-26,23,Ontology,ONT,$ 437.06M
2020-02-26,24,USD Coin,USDC,$ 427.54M
