date,index,name,ticker,market_cap
2020-04-13,1,Bitcoin,BTC,$ 125.40B
2020-04-13,2,Ethereum,ETH,$ 17.37B
2020-04-13,3,XRP,XRP,$ 8.14B
2020-04-13,4,Tether,USDT,$ 6.39B
2020-04-13,5,Bitcoin Cash,BCH,$ 4.10B
2020-04-13,6,Bitcoin SV,BSV,$ 3.43B
2020-04-13,7,Litecoin,LTC,$ 2.66B
2020-04-13,8,Binance Coin,BNB,$ 2.31B
2020-04-13,9,Tezos,XTZ,$ 1.38B
2020-04-13,10,OKB,OKB,$ 1.30B
2020-04-13,11,Chainlink,LINK,$ 1.19B
2020-04-13,12,UNUS SED LEO,LEO,$ 997.51M
2020-04-13,13,Stellar,XLM,$ 980.82M
2020-04-13,14,Monero,XMR,$ 928.83M
2020-04-13,15,Cardano,ADA,$ 860.59M
2020-04-13,16,TRON,TRX,$ 841.01M
2020-04-13,17,Huobi Token,HT,$ 830.50M
2020-04-13,18,USD Coin,USDC,$ 725.34M
2020-04-13,19,Dash,DASH,$ 692.71M
2020-04-13,20,Ethereum Classic,ETC,$ 602.50M
2020-04-13,21,NEO,NEO,$ 514.23M
2020-04-13,22,Cronos,CRO,$ 512.65M
2020-04-13,23,IOTA,IOTA,$ 442.66M
2020-04-13,24,Cosmos,ATOM,$ 429.05M
